Word,Date,Notes Citation,Green Citation,Citation
horn,1842,,‘Toasts And Sentiments’ in Nobby Songster 47,May our horn always be in the que [sic] for c---.
bird,1842,,‘Toasts And Sentiments’ in Nobby Songster 47,The bird in the hand and then in the bush.
three square,1841,,‘Toasts And Sentiments’ in Gentleman’s Spicey Songster 48,Here’s three squares for the girls of our hearts.
pointer,1841,,‘Toasts And Sentiments’ in Gentleman’s Spicey Songster 48,"Stiff, stubble, and a staunch pointer."
brush,1841,,‘Toasts And Sentiments’ in Gentleman’s Spicey Songster 48,The brush that lathers two beards at once.
cork,1834,,‘Toasts And Sentiments’ in Black Joke 47,"The clever waiter, who puts the cork in first, and the liquor afterwards."
prick,1841,,‘Toasts And Sentiments’ Gentleman’s Spicey Songster 48,Here’s a prick in the lucky bag.
cod,1838,,‘Toasts & Sentiments’ Rambler’s Flash Songster 48,May the ladies always find plenty of fresh cod in the market.
tail,1842,,‘Toasts & Sentiments’ Nobby Songster 48,The maid who love a good stiff tail.
toad,1841,,‘Toasts & Sentiments’ Gentleman’s Spicey Songster 48,May a distressed lady never be in want of a toad in the hole.
ramrod,1841,,‘Toasts & Sentiments’ Gentleman’s Spicey Songster 48,"Soldier’s demand a good piece, stiff ram-rod, and a clean touch hole."
plough,1719,,‘To Chuse a Friend’ in Farmer Merry Songs and Ballads (1897) V 133,You must as daily Labourers do / Be still a shoving with your Plow.
cod,1864,,‘Tim Finigan Wakes’ Rakish Rhymer (1917) 90,And nightly he gave her a taste of his cod.
Mr Peaslin,1883,,‘Three Chums’ in Boudoir III 93,Sarah would have him place the head of Mr. Peaslin just between the lips of her pussey.
aaron's rod,1883,,‘Three Chums’ in Boudoir III 90,"His lips met hers in a long luscious kiss, so exciting that his Aaron’s rod was as stiff as possible."
Adam's needle,1883,,‘Three Chums’ in Boudoir II 50,"Her soft hand had been placed on his thigh, right over Adam’s needle, which fairly throbbed."
j.t.,1883,,‘Three Chums’ in Boudoir II 46,"‘J. T. is quite himself again,’ exclaimed Charlie, as he threw off the bed-clothes to survey the grand proportions of that part of his anatomy sacred to the service of the fair sex."
John Thomas,1883,,‘Three Chums’ in Boudoir I 4,"How she threw her legs over my buttocks, and heaved up to meet every push of John Thomas."
staff,1837,,‘They’re All Shooting’ in Cuckold’s Nest 37,"She says she likes policemen, ’cause they’ve got a good long staff."
yard,1837,,‘They’re All Shooting’ Cuckold’s Nest 37,"She says she likes the draper, and she quite adores his yard."
meat,1864,,‘The Wife’s Randy Dream’ Rakish Rhymer (1917) 19,"His bit of meat was hanging out, I strok’d it o’er."
awl,1834,,‘The Whimisical Maid’ in Randy Songster in Spedding & Watt (eds) I 196,"I shouldn’t have not half enough, / If I even had your awl!"
bob,1836,,‘The Way to Come Over a Maid’ in New Cockalorum Songster in Spedding & Watt (eds) Bawdy Songbooks (2011) II 26,"Next just feel her thigh, / Then a little higher! / If she won’t wince at that, / Put Bob in her grasp then."
pole,1864,,‘The Water-Spout’ Rakish Rhymer (1917) 74,"A barber then, named Mr. Block, / Thought he should quickly hit it; But [...] his long pole would not fit it!"
wick,1864,,‘The Water-Spout’ in Rakish Rhymer (1917) 75,A wick thick and hairy and nine inches long.
wedge,1864,,‘The Water-Spout’ in Rakish Rhymer (1917) 72,"He drove his wedge into the top, / But soon found it did fit ill."
stick,1700,,‘The Wanton Trick’ in Playford Pills to Purge Melancholy II 93,"The string of his Viol she put to the Trial, / Till she had the full length of the Stick."
flute,1700,,‘The Wanton Trick’ in Playford Pills to Purge Melancholy II 93,"Thus she with her Lute, and he with his Flute, / Held every Crotchet and Prick."
cherry,1834,,‘The Vision!’ in Libertine’s Songster in Spedding & Watt (eds) I 138,"This gem was in a mossy bed, / Just like a cherry was its head, / [...] / A purse seem’d hanging down below"
turnip,1837,,‘The Vicked Costermonger’ in Flash Olio in Spedding & Watt (eds) Bawdy Songbooks (2011) III 189,I’ll sarve you vith carrots and turnips gratis!
tail,1720,,‘The Turnep Ground’ in Farmer Merry Songs and Ballads (1897) I 224,"I Satisfied in the hole, / And Just by Tayl She found it."
bag,1707,,‘The Trooper Watering his Nagg’ in Farmer Merry Songs and Ballads (1897) I 193,But what is this hangs under his Chin [...] ’Tis the Bag he puts his Provender in.
matrimonial peacemaker,1840,,‘The Tree of Life’ in Fake Away Songster in Spedding & Watt (eds) Bawdy Songbooks (2011) III 293,It cures all dissentions ’twixt husband and wife / [...] / By a right application it can never fail
love apples,1840,,‘The Tree of Life’ in Fake Away Songster in Spedding & Watt (eds) Bawdy Songbooks (2011) III 293,"Some late virtuoso this tree to improve, / Have cut off its fruit, called the apples of love."
arbor vitae,1840,,‘The Tree of Life’ in Fake Away Songster in Spedding & Watt (eds) Bawdy Songbooks (2011) III 292,"’Tis a faithful description of the Tree of Life, / So pleasing to ev’ry maid, widow and wife!]."
hammer,1835,,‘The Tinker’ in Secret Songster 43,"He put his hammer in her hand, and she gave it a jerk, / To let the cuckold know that the tinker was at work."
bag,1661,,‘The Tinker’ in Farmer Merry Songs and Ballads (1897) I 143,"For I have brass within my bag, / And target in my Apron."
pikestaff,1691,,‘The Tinker of Turvey’ in Ebsworth Merry Drollery Compleat (1875) 28,"He walks about th Country, / With Pikestaff and with Butchet."
snout,1834,,‘The Three Degrees of a Rake’s Life’ in Flare-Up Songster in Spedding & Watt (eds) Bawdy Songbooks (2011) IV 276,"But after that, what he is then, / She reads a curtain lecture, / He drops his snout, oh! pity men, / Of the pavement he’s inspector."
pintle,1794,,‘The Summer Morn’ in Farmer Merry Songs and Ballads (1897) IV 267,"First, wi’ the thrush, his thrust and pushed, / His pintle large and strong, Sir."
rammer,1836,,‘The Soldier’s Bayonet’ in Gentleman’s Private Songster in Spedding & Watt (eds) Bawdy Songbooks (2011) III 368,"And when he’s in the battle, / To which glory loudly calls, / I’ll shove his rammer tighter in, / And take care of his balls!"
mast,1836,,‘The Soldier’s Bayonet’ in Gentleman’s Private Songster in Spedding & Watt (eds) Bawdy Songbooks (2011) III 368,"Then they lay me on the ground, / And thrust me through and through, / [...] / The Sailor with his main-mast, / Bores away so strong."
bayonet,1836,,‘The Soldier’s Bayonet’ in Gentleman’s Private Songster in Spedding & Watt (eds) Bawdy Songbooks (2011) III 368,"Then they lay me on the ground, / And thrust me through and through, / The soldier with his bayonet, / About twelve inches long."
cannon,1834,,‘The Soldier from Flanders’ in Randy Songster in Spedding & Watt (eds) I 211,"What did you mean by those two bomb shells, / That went thump thump &c. / Oh the first that went in was my cannon, said he / Which will force any gate open wide."
silent flute,1720,,‘The Silent Flute’ in Farmer Merry Songs and Ballads (1897) I 229,"The Flute is good that’s made of wood, / And is, I own, the neatest, / Yet, ne’ertheless I must confess / The silent Flute’s the sweetest."
pipe,1720,,‘The Silent Flute’ in Farmer Merry Songs and Ballads (1897) I 228,"Young Damon, who her Meaning knew, / Took out his pipe to charm her."
silent flute,1835,,‘The Silent Flute’ in Fanny Hill’s New Friskey Chanter in Spedding & Watt (eds) Bawdy Songbooks (2011) III 335,"The Flute is good that’s made of wood, / And is, I own, the neatest, / Yet, ne’ertheless I must confess / The silent Flute’s the sweetest."
flute,1750,,‘The Silent Flute’ in Button Hole Garland 6,"Said he my Dear be Easy, / I have a Flute which tho’ ’tis Mute, / May play a Tune to please ye."
thing,1721,,‘The Sick Wife’ in Pleasures of Coition iv,"I had the finest Thingum for ye – / Another time I’ll find. / Nay, stay, cries she, I prithee; why / ’Tis that’s the Thing I lack for ye."
root,1840,,‘The Sick Lady Cured’ in Facetious Songster in Spedding & Watt (eds) Bawdy Songbooks (2011) III 254,"’Tis a famed root which ladies use, / [...] / Between two precious stones it grows, / Upon the famous Isle of Man."
private,1841,,‘The Shitten End Of A Brick’ Gentleman’s Spicey Songster 46,"Upon the privates she, her wicked mind did fix."
meat,1661,,‘The Sence of the House’ Rump Poems and Songs (1662) I 104,"I eat their Lordships meat by day, and giv’t their Wives by night."
tail,1661,,‘The Rump serv’d in with a Grand Sallet’ Rump Poems and Songs (1662) II 120,A Tail which was eaten up almost of the Pox.
rule of three,1840,,‘The Rule of Three’ in Facetious Songster in Spedding & Watt (eds) Bawdy Songbooks (2011) III 262,"O the charming Rule of Three! / O the charming Rule of Three! / While I have life I still shall love, / And bless the charming Rule of Three."
pin,1864,,‘The Royal Passage’ Rakish Rhymer (1917) 57,"[...] to see / The celebrated Needles, ’bout which there has been such a din, / When the Queen declared she’d any time much sooner see a pin."
pork,1835,,"‘The Roll Of Pork, And Force-Meat Balls’ in Knowing Chaunter 26","Then quick on the sofa she lay, / And then took his pork in her hand."
truncheon,1700,,‘The Riddle’ in Playford Pills to Purge Melancholy II 72,"’Twas the Truncheon Mars did use, A Bed-ward bit, which Maidens choose."
bald-headed hermit,1700,,‘The Riddle’ in Playford Pills to Purge Melancholy II 72,"’Tis a Fryer with a bald-Head, [...] It is Gun that shoots point-blank; / It hits betwixt a Woman’s Flank."
yard,1879,,‘The Reverie’ in Pearl 4 Oct. 30,"Or else grasped firmly in her hand, / To make my yard more stiffly stand."
ballocks,1879,,‘The Reverie’ in Pearl 4 Oct. 30,"My bollox hanging down below, / And banging ’gainst her arse of snow."
gear,1689,,‘The Reflection’ in Lord Poems on Affairs of State (1971) V 61,"If you say that peer be wanting in gear / To match a chosen of Heaven, / To secure the entail, that the line may not fail, / She has put in her steward of Devon."
sceptre,1661,,‘The Rebells Reign’ in Rump Poems and Songs (1662) i 315,"Men were never so spic’d with the Sceptre of Christ / In the hands of a Saint in grain. / ’Twas brewed in their Hives by Citizens wives, / Who ventured their husbands far, / With Robin the fool, there was ne’re such a tool / To lead in the womens War."
sceptre,1661,,‘The Rebells Reign’ in Rump Poems and Songs (1662) i 315,"Men were never so spic’d with the Sceptre of Christ / In the hands of a Saint in grain. / ’Twas brewed in their Hives by Citizens wives, / Who ventured their husbands far, / With Robin the fool, there was ne’re such a tool / To lead in the womens War."
robin,1661,,‘The Rebells Reign’ in Rump Poems and Songs (1662) i 315,"Men were never so spic’d with the Sceptre of Christ / In the hands of a Saint in grain. / ’Twas brewed in their Hives by Citizens wives, / Who ventured their husbands far, / With Robin the fool, there was ne’re such a tool / To lead in the womens War."
bauble,1661,,‘The Rebells Reign’ in Rump Poems and Songs (1662) I 315,"He was ill at Command, but worse at a stand, / So they sought out another more able: / Then Fair undertakes, but Nol keeps the stakes, / And sends away Fax with a bauble."
nutmegs,1833,,‘The Rat Catcher’ in Rummy Cove’s Delight in Spedding & Watt (eds) Bawdy Songbooks (2011) III 114,And on his two nutmegs he’d fixed a steel trap.
nuts,1837,,‘The Rare Old Root’ in Cuckold’s Nest 9,"It’s out of town when its head hangs down, / And its nuts wibble-wabble about."
gun,1836,,‘The Ramrod and the Balls’ in Gentleman’s Private Songster in Spedding & Watt (eds) Bawdy Songbooks (2011) III 381,Very soon his gun was loaded / For he like her was by passion goaded.
member,1835,,‘The Rakish Gentleman’ Knowing Chaunter 44,"I’m called the randy gentleman, [...] I’m a standing member of the house, / And the ladies all so free, Declare they like no member, sires, / Upon the w-hole like me."
nature,1835,,‘The Rakish Gentleman’ in Knowing Chaunter 44,It costs me full two pound a month / For inexpressibles; / Because my nature wears them out / While looking at the belles.
scraper,1800,,‘The Rakes of Stony Batter’ in Holloway & Black I (1975) 224,"He gently laid her down, and he pull’d out his scraper."
fiddle,1800,,‘The Rakes of Stony Batter’ in Holloway & Black I (1975) 224,"Play me Bobbin Joan, or else I’ll break your fiddle."
ballocks,1841,,‘The Queen’s Wedding’ Gentleman’s Spicey Songster 34,"They said your hat was shocking bad, / and ’mongst other lying frolics, / You had no coat, nor waistcoat, breeches, / nor a shirt, nor pair of ..."
cock,1871,,‘The Queen and Louise’ in Bold (1979) 190,Now Lorne comes of a stock that’s renowned for its cock.
pestle,1750,,‘The Proud Pedlar’ in Ebsworth Roxburghe Ballads (1893) VII:1 54,"The mortar was your own Lady’s, but the pestle was my own."
